source_id	source_path	offset	text	current_target	verdict	proposed_target	rationale
8-1182-note-19	title8.sections[88].notes[18]	4997	106(3)	UNKNOWN Continuing Appropriations Act:106/3 (official-source-only)	incorrect	Public Law 114-53 §106(3), official source	The surrounding text identifies the Continuing Appropriations Act, 2016 as Public Law 114-53; the generated target omits the stated Public Law.
8-1182-note-48	title8.sections[88].notes[47]	1104	101(a)(15)(H)(i)(a)	USC 8:1182/a/15/H/i/a (official-source-only)	incorrect	USC 8:1101/a/15/H/i/a (local)	This is an INA §101(a)(15)(H)(i)(a) citation and belongs on the current 8 U.S.C. §1101 crosswalk, not a generic Act search.
8-1184-note-30	title8.sections[95].notes[29]	711	416(c)	UNKNOWN American Competitiveness and Workforce Improvement Act of 1998:416/c (official-source-only)	incorrect	Public Law 105-277 §416(c), official source	The citation identifies Public Law 105-277; the generated named-Act search omits the exact Public Law target.
8-1187-note-8	title8.sections[101].notes[7]	53	303(a)(1)	USC 8:1101/a/1 (local)	incorrect	Public Law 102-232 §303(a)(1), official source	The citation expressly names Pub. L. 102-232; the generated target is an imprecise generic Act search.
8-1187-note-8	title8.sections[101].notes[7]	64	(2)	USC 8:1101/a/2 (local)	incorrect	Public Law 102-232 §303(a)(2), official source	The citation expressly names Pub. L. 102-232; the generated target is an imprecise generic Act search.
8-1227-note-13	title8.sections[119].notes[12]	54	302(d)(3)	USC 8:1101/d/3 (official-source-only)	incorrect	Public Law 102-232 §302(d)(3), official source	The citation expressly names Pub. L. 102-232; the generated target is an imprecise generic Act search.
8-1227-note-13	title8.sections[119].notes[12]	65	307(h)	USC 8:1101/h (local)	incorrect	Public Law 102-232 §307(h), official source	The citation expressly names Pub. L. 102-232; the generated target is an imprecise generic Act search.
8-1228-note-7	title8.sections[120].notes[6]	1528	671(c)(5)	USC 8:1189/c/5 (official-source-only)	incorrect	Public Law 104-208 §671(c)(5), official source	The citation expressly names Pub. L. 104-208; the generated target is an imprecise generic Act search.
8-1228-note-7	title8.sections[120].notes[6]	1539	(6)	USC 8:1189/c/6 (official-source-only)	incorrect	Public Law 104-208 §671(c)(6), official source	The citation expressly names Pub. L. 104-208; the generated target is an imprecise generic Act search.
8-1252-note-8	title8.sections[130].notes[7]	53	306(a)(4)	USC 8:1101/a/4 (local)	incorrect	Public Law 102-232 §306(a)(4), official source	The citation expressly names Pub. L. 102-232; the generated target is an imprecise generic Act search.
8-1252-note-8	title8.sections[130].notes[7]	64	(c)(7)	USC 8:1101/c/7 (official-source-only)	incorrect	Public Law 102-232 §306(c)(7), official source	The citation expressly names Pub. L. 102-232; the generated target is an imprecise generic Act search.
8-1255-note-7	title8.sections[138].notes[6]	684	671(a)(4)(A)	USC 8:1101/a/4/A (official-source-only)	incorrect	Public Law 104-208 §671(a)(4)(A), official source	The surrounding text expressly identifies Pub. L. 104-208; the generated target omits that Public Law.
8-1255-note-7	title8.sections[138].notes[6]	698	(5)	USC 8:1101/a/5 (local)	incorrect	Public Law 104-208 §671(a)(5), official source	The surrounding text expressly identifies Pub. L. 104-208; the generated target omits that Public Law.
8-1255-note-9	title8.sections[138].notes[8]	54	302(d)(2)	USC 8:1101/d/2 (official-source-only)	incorrect	Public Law 102-232 §302(d)(2), official source	The citation expressly names Pub. L. 102-232; the generated target is an imprecise generic Act search.
8-1255-note-9	title8.sections[138].notes[8]	65	(e)(7)	USC 8:1101/e/7 (official-source-only)	incorrect	Public Law 102-232 §302(e)(7), official source	The citation expressly names Pub. L. 102-232; the generated target is an imprecise generic Act search.
8-1255-note-11	title8.sections[138].notes[10]	361	2(f)(1)	USC 8:1101/f/1 (local)	incorrect	Public Law 100-525 §2(f)(1), official source	The citation expressly names Pub. L. 100-525; the generated target is an imprecise generic Act search.
8-1255-note-11	title8.sections[138].notes[10]	370	(p)(3)	USC 8:1101/p/3 (official-source-only)	incorrect	Public Law 100-525 §2(p)(3), official source	The citation expressly names Pub. L. 100-525; the generated target is an imprecise generic Act search.
8-1255-note-26	title8.sections[138].notes[25]	3531	302(e)(10)	UNKNOWN Pub. L. 101–238, set out above, is effective as if included in the Immigration Nursing Relief Act of 1989:302/e/10 (official-source-only)	incorrect	Public Law 101-238 §302(e)(10), official source	The citation expressly names Pub. L. 101-238; the generated target is an imprecise generic Act search.
8-1255a-note-5	title8.sections[139].notes[4]	7243	1614(a)(1)	USC 8:1255a/a/1 (local)	incorrect	USC 42:1382c/a/1 (official-source-only)	Section 1614(a)(1) of the Social Security Act is codified at 42 U.S.C. §1382c(a)(1); the generated target omits the explicit current cross-title authority.
8-1255a-note-11	title8.sections[139].notes[10]	53	219(l)(1)	USC 8:1101/l/1 (official-source-only)	incorrect	Public Law 103-416 §219(l)(1), official source	The citation expressly names Pub. L. 103-416; the generated target is an imprecise generic Act search.
8-1323-note-5	title8.sections[162].notes[4]	506	671(b)(6)	USC 8:1101/b/6 (official-source-only)	incorrect	Public Law 104-208 §671(b)(6), official source	The citation expressly names Pub. L. 104-208; the generated target is an imprecise generic Act search.
8-1323-note-5	title8.sections[162].notes[4]	517	(7)	USC 8:1101/b/7 (official-source-only)	incorrect	Public Law 104-208 §671(b)(7), official source	The citation expressly names Pub. L. 104-208; the generated target is an imprecise generic Act search.
8-1324a-note-14	title8.sections[164].notes[13]	34101	106(3)	USC 8:1324a/3 (official-source-only)	incorrect	Public Law 114-53 §106(3), official source	The surrounding text identifies the Continuing Appropriations Act, 2016 as Public Law 114-53; the generated target omits the stated Public Law.
8-1324a-note-18	title8.sections[164].notes[17]	395	274A(a)(2)	UNKNOWN Immigration and Nationality Act shall not apply to continuing employment of an alien who was hired before the date of the enactment of this Act:274A/a/2 (official-source-only)	incorrect	USC 8:1324a/a/2 (local)	The preceding sentence maps INA §274A(a)(1) to 8 U.S.C. §1324a(a)(1); this adjacent INA §274A(a)(2) citation needs the same codification.
8-1351-note-7	title8.sections[174].notes[6]	305	140(a)	USC 8:1351/a (official-source-only)	incorrect	Public Law 103-236 §140(a), official source	The text identifies the Foreign Relations Authorization Act, Fiscal Years 1994 and 1995 as Public Law 103-236.
8-1351-note-7	title8.sections[174].notes[6]	624	140(a)(2)	USC 8:1351/a/2 (official-source-only)	incorrect	Public Law 103-236 §140(a)(2), official source	The text identifies the Foreign Relations Authorization Act, Fiscal Years 1994 and 1995 as Public Law 103-236.
8-1351-note-7	title8.sections[174].notes[6]	4571	140(a)	USC 8:1351/a (official-source-only)	incorrect	Public Law 103-236 §140(a), official source	The text identifies the Foreign Relations Authorization Act, Fiscal Years 1994 and 1995 as Public Law 103-236.
8-1356-note-4	title8.sections[183].notes[3]	8794	286(q)(1)(A)	UNKNOWN Immigration and Nationality Act of 1953:286/q/1/A (official-source-only)	incorrect	USC 8:1356/q/1/A (local)	The note itself says the cited INA §286(q)(1)(A) is the provision in this section; the generated named-Act search misses the current 8 U.S.C. §1356 crosswalk.
8-1356-note-4	title8.sections[183].notes[3]	12040	286(q)(1)(A)	USC 8:1356/q/1/A (local)	incorrect	USC 8:1356/q/1/A (local)	The note itself says the cited INA §286(q)(1)(A) is the provision in this section; the generated named-Act search misses the current 8 U.S.C. §1356 crosswalk.
8-1356-note-15	title8.sections[183].notes[14]	53	4(a)(1)	USC 8:1222/a/1 (official-source-only)	incorrect	Public Law 100-525 §4(a)(1), official source	The citation expressly names Pub. L. 100-525; the generated target is an imprecise generic Act search.
8-1356-note-15	title8.sections[183].notes[14]	62	(2)(A)	USC 8:1222/a/2/A (official-source-only)	incorrect	Public Law 100-525 §4(a)(2)(A), official source	The citation expressly names Pub. L. 100-525; the generated target is an imprecise generic Act search.
8-1522-note-14	title8.sections[287].notes[13]	809	2(b)	USC 22:2601/b (official-source-only)	incorrect	USC 22:2601/b (official-source-only)	The same sentence supplies 22 U.S.C. §2601(b)(3) to (6); the enclosing Migration and Refugee Assistance Act §2(b) should retain the current cross-title codification rather than a generic Act search.
8-1409-note-7	title8.sections[229].notes[6]	1170	309(a)	UNKNOWN Immigration and Nationality Act, as in effect before the date of the enactment of this Act:309/a (official-source-only)	incorrect	USC 8:1409/a (official-source-only historical version)	The same note identifies “new section 309(a)” as 8 U.S.C. §1409(a); the “old section 309(a)” citation should retain that codified authority with historical-version context, not an unknown Act search.
8-1431-note-5	title8.sections[240].notes[4]	53	8(l)	USC 8:1101/l (official-source-only)	incorrect	Public Law 100-525 §8(l), official source	The citation expressly names Pub. L. 100-525; the generated target is an imprecise generic Act search.
8-1445-note-5	title8.sections[260].notes[4]	53	305(d)	USC 8:1101/d (local)	incorrect	Public Law 102-232 §305(d), official source	The citation expressly names Pub. L. 102-232; the generated target is an imprecise generic Act search.
8-1445-note-5	title8.sections[260].notes[4]	61	(e)	USC 8:1101/e (local)	incorrect	Public Law 102-232 §305(e), official source	The citation expressly names Pub. L. 102-232; the generated target is an imprecise generic Act search.
8-1455-note-5	title8.sections[271].notes[4]	233	305(l)	USC 8:1101/l (official-source-only)	incorrect	Public Law 102-232 §305(l), official source	The citation expressly names Pub. L. 102-232; the generated target is an imprecise generic Act search.
8-1481-note-5	title8.sections[276].notes[4]	53	8(m)	USC 8:1101/m (official-source-only)	incorrect	Public Law 100-525 §8(m), official source	The citation expressly names Pub. L. 100-525; the generated target is an imprecise generic Act search.
8-1481-note-5	title8.sections[276].notes[4]	59	(n)	USC 8:1101/n (official-source-only)	incorrect	Public Law 100-525 §8(n), official source	The citation expressly names Pub. L. 100-525; the generated target is an imprecise generic Act search.
8-1522-note-22	title8.sections[287].notes[21]	638	501(a)	USC 8:1522/a (local)	incorrect	Public Law 96-422 §501(a), official source	The named Act is the Refugee Education Assistance Act of 1980; the adjacent source material identifies its codified note and Public Law 96-422 authority.
8-1522-note-22	title8.sections[287].notes[21]	649	(b)	USC 8:1522/b (local)	incorrect	Public Law 96-422 §501(b), official source	The named Act is the Refugee Education Assistance Act of 1980; the adjacent source material identifies its codified note and Public Law 96-422 authority.
8-1522-note-23	title8.sections[287].notes[22]	386	501(c)	UNKNOWN Refugee Education Assistance Act of 1980:501/c (official-source-only)	incorrect	Public Law 96-422 §501(c), official source	The text expressly identifies Public Law 96-422; the generated named-Act search omits the exact Public Law target.
8-1612-note-4	title8.sections[311].notes[3]	1068	1614(a)(2)	UNKNOWN Social Security Act:1614/a/2 (official-source-only)	incorrect	USC 42:1382c/a/2 (official-source-only)	Section 1614(a)(2) of the Social Security Act is codified at 42 U.S.C. §1382c(a)(2); the generated target omits the current cross-title authority.
8-1612-note-4	title8.sections[311].notes[3]	1082	1614(a)(3)	UNKNOWN Social Security Act:1614/a/3 (official-source-only)	incorrect	USC 42:1382c/a/3 (official-source-only)	Section 1614(a)(3) of the Social Security Act is codified at 42 U.S.C. §1382c(a)(3); the generated target omits the current cross-title authority.
8-1613-note-3	title8.sections[312].notes[2]	2726	501(e)(2)	UNKNOWN Refugee Education Assistance Act of 1980:501/e/2 (official-source-only)	incorrect	Public Law 96-422 §501(e)(2), official source	The text expressly identifies the Refugee Education Assistance Act of 1980; its Public Law 96-422 authority is available in the surrounding Title 8 notes.
8-1613-note-9	title8.sections[312].notes[8]	54	5302(c)(1)	USC 8:1612/c/1 (official-source-only)	incorrect	Public Law 105-33 §5302(c)(1), official source	The citation expressly names Pub. L. 105-33; the generated target is an imprecise generic Act search.
8-1613-note-9	title8.sections[312].notes[8]	66	5303(c)	USC 8:1612/c (official-source-only)	incorrect	Public Law 105-33 §5303(c), official source	The citation expressly names Pub. L. 105-33; the generated target is an imprecise generic Act search.
8-1613-note-9	title8.sections[312].notes[8]	79	5306(c)	USC 8:1612/c (official-source-only)	incorrect	Public Law 105-33 §5306(c), official source	The citation expressly names Pub. L. 105-33; the generated target is an imprecise generic Act search.
8-1622-note-5	title8.sections[316].notes[4]	54	5302(c)(2)	USC 8:1612/c/2 (official-source-only)	incorrect	Public Law 105-33 §5302(c)(2), official source	The citation expressly names Pub. L. 105-33; the generated target is an imprecise generic Act search.
8-1622-note-5	title8.sections[316].notes[4]	69	5306(d)	USC 8:1612/d (official-source-only)	incorrect	Public Law 105-33 §5306(d), official source	The citation expressly names Pub. L. 105-33; the generated target is an imprecise generic Act search.
8-1622-note-5	title8.sections[316].notes[4]	387	5562	UNKNOWN Pub. L. 105–33 effective as if included in the enactment of title IV of the Personal Responsibility and Work Opportunity Reconciliation Act of 1996:5562 (official-source-only)	incorrect	Public Law 105-33 §5562, official source	The citation expressly names Pub. L. 105-33; the generated target is an imprecise generic Act search.
8-1622-note-5	title8.sections[316].notes[4]	393	5563	UNKNOWN Pub. L. 105–33 effective as if included in the enactment of title IV of the Personal Responsibility and Work Opportunity Reconciliation Act of 1996:5563 (official-source-only)	incorrect	Public Law 105-33 §5563, official source	The citation expressly names Pub. L. 105-33; the generated target is an imprecise generic Act search.
8-1622-note-5	title8.sections[316].notes[4]	403	5581(b)(3)	USC 8:1367/b/3 (local)	incorrect	Public Law 105-33 §5581(b)(3), official source	The citation expressly names Pub. L. 105-33; the generated target is an imprecise generic Act search.
8-1641-note-7	title8.sections[322].notes[6]	393	5581(b)(6)	USC 8:1367/b/6 (local)	incorrect	Public Law 105-33 §5581(b)(6), official source	The citation expressly names Pub. L. 105-33; the generated target is an imprecise generic Act search.
8-1641-note-7	title8.sections[322].notes[6]	405	(7)	USC 8:1367/b/7 (local)	incorrect	Public Law 105-33 §5581(b)(7), official source	The citation expressly names Pub. L. 105-33; the generated target is an imprecise generic Act search.
