source_id	source_path	offset	text	current_target	verdict	proposed_target	rationale
cfr-8:1212.4	cfr.records[8:1212.4].blocks[27]	54	(a)(28)	none (no generated link)	missing-link	ina:8:1182/a/28 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:1212.4	cfr.records[8:1212.4].blocks[28]	37	(a)(1)	none (no generated link)	missing-link	ina:8:1182/a/1 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:1212.4	cfr.records[8:1212.4].blocks[30]	124	(d)(3)	none (no generated link)	missing-link	ina:8:1182/d/3 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:1212.4	cfr.records[8:1212.4].blocks[30]	294	(d)(3)	none (no generated link)	missing-link	ina:8:1182/d/3 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:1212.4	cfr.records[8:1212.4].blocks[8]	57	(d)(3)(A)	none (no generated link)	missing-link	ina:8:1182/d/3/A (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:1212.4	cfr.records[8:1212.4].blocks[8]	134	(a)(28)(C)	none (no generated link)	missing-link	ina:8:1182/a/28/C (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:1212.4	cfr.records[8:1212.4].blocks[9]	34	(d)(3)(B)	none (no generated link)	missing-link	ina:8:1182/d/3/B (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:1212.7	cfr.records[8:1212.7].blocks[14]	15	(a)(6)	none (no generated link)	missing-link	ina:8:1182/a/6 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:1212.8	cfr.records[8:1212.8].blocks[0]	391	(a)(8)	none (no generated link)	missing-link	ina:8:1153/a/8 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:1235.8	cfr.records[8:1235.8].blocks[0]	140	(a)(3)(A)	none (no generated link)	missing-link	ina:8:1182/a/3/A (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:1235.8	cfr.records[8:1235.8].blocks[8]	881	(a)(3)(A)	none (no generated link)	missing-link	ina:8:1182/a/3/A (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:1238.1	cfr.records[8:1238.1].blocks[7]	186	(a)(2)(A)(iii)	none (no generated link)	missing-link	ina:8:1227/a/2/A/iii (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:1240.26	cfr.records[8:1240.26].blocks[18]	132	(a)(4)	none (no generated link)	missing-link	ina:8:1227/a/4 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:1240.26	cfr.records[8:1240.26].blocks[6]	120	(a)(4)	none (no generated link)	missing-link	ina:8:1227/a/4 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:1240.66	cfr.records[8:1240.66].blocks[2]	51	(a)(2)	none (no generated link)	missing-link	ina:8:1182/a/2 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:1240.70	cfr.records[8:1240.70].blocks[4]	199	(f)(1)(A)	none (no generated link)	missing-link	public-law:104-208/division-C/s309/f/1/A (official-source-only)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:1244.3	cfr.records[8:1244.3].blocks[0]	78	(B)	ina:8:1182/a/B	incorrect	ina:8:1182/a/5/B (local)	In “paragraphs (4), (5) (A) and (B), and (7)(A)(i) of section 212(a)”, this continuation (B) is section 212(a)(5)(B), not top-level a/B.
cfr-8:1245.1	cfr.records[8:1245.1].blocks[99]	347	(c)(2)	none (no generated link)	missing-link	ina:8:1255/c/2 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:1245.8	cfr.records[8:1245.8].blocks[4]	177	(a)(27)(K)	none (no generated link)	missing-link	ina:8:1101/a/27/K (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:204.2	cfr.records[8:204.2].blocks[75]	370	(a)(1)	none (no generated link)	missing-link	ina:8:1153/a/1 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:204.5	cfr.records[8:204.5].blocks[0]	214	(b)(4)	none (no generated link)	missing-link	ina:8:1153/b/4 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:204.5	cfr.records[8:204.5].blocks[16]	348	(b)(2)	none (no generated link)	missing-link	ina:8:1153/b/2 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:205.1	cfr.records[8:205.1].blocks[20]	425	(a)(3)	none (no generated link)	missing-link	ina:8:1153/a/3 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:212.16	cfr.records[8:212.16].blocks[1]	106	(d)(13)	none (no generated link)	missing-link	ina:8:1182/d/13 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:212.2	cfr.records[8:212.2].blocks[3]	160	(a)(15)(K)	none (no generated link)	missing-link	ina:8:1101/a/15/K (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:212.4	cfr.records[8:212.4]	61	(d)(1)	none (no generated link)	missing-link	ina:8:1182/d/1 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:212.4	cfr.records[8:212.4]	75	(d)(3)	none (no generated link)	missing-link	ina:8:1182/d/3 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:212.4	cfr.records[8:212.4].blocks[0]	34	(d)(3)(A)	none (no generated link)	missing-link	ina:8:1182/d/3/A (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:212.4	cfr.records[8:212.4].blocks[27]	54	(a)(28)	none (no generated link)	missing-link	ina:8:1182/a/28 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:212.4	cfr.records[8:212.4].blocks[28]	37	(a)(1)(A)(iii)	none (no generated link)	missing-link	ina:8:1182/a/1/A/iii (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:212.4	cfr.records[8:212.4].blocks[29]	37	(a)(1)	none (no generated link)	missing-link	ina:8:1182/a/1 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:212.4	cfr.records[8:212.4].blocks[53]	124	(d)(3)	none (no generated link)	missing-link	ina:8:1182/d/3 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:212.4	cfr.records[8:212.4].blocks[53]	294	(d)(3)	none (no generated link)	missing-link	ina:8:1182/d/3 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:212.4	cfr.records[8:212.4].blocks[8]	57	(d)(3)(A)	none (no generated link)	missing-link	ina:8:1182/d/3/A (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:212.4	cfr.records[8:212.4].blocks[8]	134	(a)(28)(C)	none (no generated link)	missing-link	ina:8:1182/a/28/C (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:212.4	cfr.records[8:212.4].blocks[9]	34	(d)(3)(B)	none (no generated link)	missing-link	ina:8:1182/d/3/B (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:212.7	cfr.records[8:212.7].blocks[9]	15	(a) (1)	none (no generated link)	missing-link	ina:8:1182/a/1 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:214.1	cfr.records[8:214.1].blocks[70]	268	(a)(15)(H)	none (no generated link)	missing-link	ina:8:1101/a/15/H (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:214.1	cfr.records[8:214.1].blocks[70]	316	(a)(15)(H)(i)(b1)	none (no generated link)	missing-link	ina:8:1101/a/15/H/i/b1 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:214.1	cfr.records[8:214.1].blocks[70]	350	(P)(i)	none (no generated link)	missing-link	ina:8:1101/a/15/P/i (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:214.1	cfr.records[8:214.1].blocks[8]	17	(a)(15)(Q)(ii)	none (no generated link)	missing-link	ina:8:1101/a/15/Q/ii (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:214.1	cfr.records[8:214.1].blocks[8]	55	(Q)(iii)	none (no generated link)	missing-link	ina:8:1101/a/15/Q/iii (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:214.2	cfr.records[8:214.2].blocks[1117]	232	(a)(15) (L)	none (no generated link)	missing-link	ina:8:1101/a/15/L (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:214.2	cfr.records[8:214.2].blocks[1117]	792	(a)(15) (L)	none (no generated link)	missing-link	ina:8:1101/a/15/L (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:214.2	cfr.records[8:214.2].blocks[1232]	47	(a)(27)(I)	none (no generated link)	missing-link	ina:8:1101/a/27/I (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:214.2	cfr.records[8:214.2].blocks[1233]	24	(a)(27)(I)	none (no generated link)	missing-link	ina:8:1101/a/27/I (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:214.2	cfr.records[8:214.2].blocks[1233]	69	(a)(15)(N)(i)	none (no generated link)	missing-link	ina:8:1101/a/15/N/i (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:214.2	cfr.records[8:214.2].blocks[878]	301	(a)(15)(H)	none (no generated link)	missing-link	ina:8:1101/a/15/H (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:214.2	cfr.records[8:214.2].blocks[879]	220	(a)(15) (H)	none (no generated link)	missing-link	ina:8:1101/a/15/H (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:235.8	cfr.records[8:235.8].blocks[0]	140	(a)(3)(A)	none (no generated link)	missing-link	ina:8:1182/a/3/A (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:235.8	cfr.records[8:235.8].blocks[8]	881	(a)(3)(A)	none (no generated link)	missing-link	ina:8:1182/a/3/A (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:236.12	cfr.records[8:236.12].blocks[2]	488	(a) (1)	none (no generated link)	missing-link	ina:8:1153/a/1 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:236.3	cfr.records[8:236.3].blocks[86]	174	(d)(5)	none (no generated link)	missing-link	ina:8:1182/d/5 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:238.1	cfr.records[8:238.1].blocks[7]	186	(a)(2)(A)(iii)	none (no generated link)	missing-link	ina:8:1227/a/2/A/iii (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:240.66	cfr.records[8:240.66].blocks[2]	51	(a)(2)	none (no generated link)	missing-link	ina:8:1182/a/2 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:240.70	cfr.records[8:240.70].blocks[4]	199	(f)(1)(A)	none (no generated link)	missing-link	public-law:104-208/division-C/s309/f/1/A (official-source-only)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:241.14	cfr.records[8:241.14].blocks[13]	50	(a)(3)(A)	none (no generated link)	missing-link	ina:8:1182/a/3/A (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:241.14	cfr.records[8:241.14].blocks[13]	81	(a)(4)(A)	none (no generated link)	missing-link	ina:8:1227/a/4/A (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:244.3	cfr.records[8:244.3].blocks[0]	78	(B)	ina:8:1182/a/B	incorrect	ina:8:1182/a/5/B (local)	In “paragraphs (4), (5) (A) and (B), and (7)(A)(i) of section 212(a)”, this continuation (B) is section 212(a)(5)(B), not top-level a/B.
cfr-8:245.8	cfr.records[8:245.8].blocks[4]	177	(a)(27)(K)	none (no generated link)	missing-link	ina:8:1101/a/27/K (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:245a.10	cfr.records[8:245a.10].blocks[1]	84	(b)(1)	none (no generated link)	missing-link	ina:8:1101/b/1 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:245a.2	cfr.records[8:245a.2].blocks[142]	207	(a)(2)	none (no generated link)	missing-link	ina:8:1153/a/2 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:245a.2	cfr.records[8:245a.2].blocks[143]	119	(a)(1)	none (no generated link)	missing-link	ina:8:1255a/a/1 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:245a.2	cfr.records[8:245a.2].blocks[23]	148	(d)(2)(B)(ii)	none (no generated link)	missing-link	ina:8:1255a/d/2/B/ii (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:245a.34	cfr.records[8:245a.34].blocks[1]	220	(a)(2)	none (no generated link)	missing-link	ina:8:1182/a/2 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:245a.34	cfr.records[8:245a.34].blocks[1]	275	(a)(3)	none (no generated link)	missing-link	ina:8:1182/a/3 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:245a.4	cfr.records[8:245a.4].blocks[142]	206	(a)(2)	none (no generated link)	missing-link	ina:8:1153/a/2 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:248.3	cfr.records[8:248.3].blocks[6]	259	(a)(15)(A)	none (no generated link)	missing-link	ina:8:1101/a/15/A (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:270.3	cfr.records[8:270.3].blocks[5]	36	(a)(1)	none (no generated link)	missing-link	ina:8:1324c/a/1 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:270.3	cfr.records[8:270.3].blocks[6]	36	(a)(5)	none (no generated link)	missing-link	ina:8:1324c/a/5 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:270.3	cfr.records[8:270.3].blocks[7]	42	(a)(1)	none (no generated link)	missing-link	ina:8:1324c/a/1 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:270.3	cfr.records[8:270.3].blocks[8]	42	(a)(5)	none (no generated link)	missing-link	ina:8:1324c/a/5 (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
cfr-8:322.3	cfr.records[8:322.3].blocks[11]	136	(b)(1)(E)	none (no generated link)	missing-link	ina:8:1101/b/1/E (local)	Explicit statutory citation in displayed source text; frozen candidate is unlinked with no overlapping generated target.
