source_id	source_path	offset	text	current_target	verdict	proposed_target	rationale
usc-1613-b-1-C-51-named-authority-continuation-failed-0	title8/1613/b/1/C:text	51	section 243(h) of such Act	none (no generated link)	missing	8 U.S.C. §1253(h)	The bracketed parallel citation immediately following the span identifies INA section 243(h) as 8 U.S.C. §1253(h).
usc-1613-b-1-C-201-named-authority-continuation-failed-0	title8/1613/b/1/C:text	201	section 241(b)(3) of such Act	none (no generated link)	missing	8 U.S.C. §1231(b)(3)	The bracketed parallel citation immediately following the span identifies INA section 241(b)(3) as 8 U.S.C. §1231(b)(3).
usc-1621-a-3-53-named-authority-continuation-failed-0	title8/1621/a/3:text	53	section 212(d)(5) of such Act	none (no generated link)	missing	8 U.S.C. §1182(d)(5)	The bracketed parallel citation immediately following the span identifies INA section 212(d)(5) as 8 U.S.C. §1182(d)(5).
usc-1622-b-1-C-51-named-authority-continuation-failed-0	title8/1622/b/1/C:text	51	section 243(h) of such Act	none (no generated link)	missing	8 U.S.C. §1253(h)	The bracketed parallel citation immediately following the span identifies INA section 243(h) as 8 U.S.C. §1253(h).
usc-1622-b-1-C-201-named-authority-continuation-failed-0	title8/1622/b/1/C:text	201	section 241(b)(3) of such Act	none (no generated link)	missing	8 U.S.C. §1231(b)(3)	The bracketed parallel citation immediately following the span identifies INA section 241(b)(3) as 8 U.S.C. §1231(b)(3).
usc-1641-b-4-53-named-authority-continuation-failed-0	title8/1641/b/4:text	53	section 212(d)(5) of such Act	none (no generated link)	missing	8 U.S.C. §1182(d)(5)	The bracketed parallel citation immediately following the span identifies INA section 212(d)(5) as 8 U.S.C. §1182(d)(5).
usc-1641-b-5-51-named-authority-continuation-failed-0	title8/1641/b/5:text	51	section 243(h) of such Act	none (no generated link)	missing	8 U.S.C. §1253(h)	The bracketed parallel citation immediately following the span identifies INA section 243(h) as 8 U.S.C. §1253(h).
usc-1641-b-5-201-named-authority-continuation-failed-0	title8/1641/b/5:text	201	section 241(b)(3) of such Act	none (no generated link)	missing	8 U.S.C. §1231(b)(3)	The bracketed parallel citation immediately following the span identifies INA section 241(b)(3) as 8 U.S.C. §1231(b)(3).
usc-1641-b-6-54-named-authority-continuation-failed-0	title8/1641/b/6:text	54	section 203(a)(7) of such Act	none (no generated link)	missing	8 U.S.C. §1153(a)(7)	The bracketed parallel citation immediately following the span identifies INA section 203(a)(7) as 8 U.S.C. §1153(a)(7).
usc-1641-c-1-B-iv-81-named-authority-continuation-failed-0	title8/1641/c/1/B/iv:text	81	section 204(a)(1)(A) of such Act	none (no generated link)	missing	8 U.S.C. §1154(a)(1)(A)	The bracketed parallel citation immediately following the span identifies INA section 204(a)(1)(A) as 8 U.S.C. §1154(a)(1)(A).
usc-1641-c-1-B-iv-187-named-authority-continuation-failed-0	title8/1641/c/1/B/iv:text	187	section 204(a)(1)(B) of such Act	none (no generated link)	missing	8 U.S.C. §1154(a)(1)(B)	The bracketed parallel citation immediately following the span identifies INA section 204(a)(1)(B) as 8 U.S.C. §1154(a)(1)(B).
usc-1641-c-1-B-v-36-named-authority-continuation-failed-0	title8/1641/c/1/B/v:text	36	section 240A(b)(2) of such Act	none (no generated link)	missing	8 U.S.C. §1229b(b)(2)	The bracketed parallel citation immediately following the span identifies INA section 240A(b)(2) as 8 U.S.C. §1229b(b)(2).
